ERR1711593,gut1
ERR1711594,gut1
ERR1711595,gut1
ERR1711596,gut1
ERR1711597,gut1
ERR1711598,gut1
ERR1711599,gut1
ERR1711600,gut1
ERR1711601,gut1
ERR1711602,gut1
ERR1711603,gut1
ERR1711604,gut1
ERR1711605,gut1
ERR1711606,gut1
ERR1711607,gut1
ERR1711608,gut1
ERR1711609,gut1
ERR1711610,gut1
ERR1711611,gut1
ERR1711612,gut1
ERR1711613,gut1
ERR1711614,gut1
ERR1711615,gut1
ERR1711616,gut1
ERR1711617,gut1
ERR1711618,gut1
ERR1711619,gut1
ERR1711620,gut1
ERR1711621,gut1
ERR1711622,gut1
ERR1711623,gut1
ERR1711624,gut1
ERR1711625,gut1
ERR1711626,gut1
ERR1711627,gut1
ERR1711628,gut1
ERR1711629,gut1
ERR1711630,gut1
ERR1711631,gut1
ERR1711632,gut1
ERR1711633,gut1
ERR1711634,gut1
ERR1711635,gut1
ERR1711636,gut1
ERR1711637,gut1
ERR1711638,gut1
ERR1711639,gut1
ERR1711640,gut1
ERR1711641,gut1
ERR1711642,gut1
ERR1711643,gut1
ERR1711644,gut1
ERR1711645,gut1
ERR1711646,gut1
ERR1711647,gut1
ERR1711648,gut1
ERR1711649,gut1
ERR1711650,gut1
ERR1711651,gut1
ERR1711652,gut1
ERR1711653,gut1
ERR1711654,gut1
ERR1711655,gut1
ERR1711656,gut1
ERR1711657,gut1
ERR1711658,gut1
ERR1711659,gut1
ERR1711660,gut1
ERR1711661,gut1
ERR1711662,gut1
ERR1711663,gut1
ERR1711664,gut1
ERR1711665,gut1
ERR1711666,gut1
ERR1711667,gut1
ERR1711668,gut1
ERR1711669,gut1
ERR1711670,gut1
ERR1711671,gut1
ERR1711672,gut1
ERR1711673,gut1
ERR1711674,gut1
ERR1711675,gut1
ERR1711676,gut1
ERR1711677,gut1
ERR1711678,gut1
ERR1711679,gut1
ERR1711680,gut1
ERR1711681,gut1
ERR1711682,gut1
ERR1711683,gut1
ERR1711684,gut1
ERR1711685,gut1
ERR1711686,gut1
ERR1711687,gut1
ERR1711688,gut1
ERR1711689,gut1
ERR1711690,gut1
ERR1711691,gut1
ERR1711692,gut1
ERR1711693,gut2
ERR1711694,gut2
ERR1711695,gut2
ERR1711696,gut2
ERR1711697,gut2
ERR1711698,gut2
ERR1711699,gut2
ERR1711700,gut2
ERR1711701,gut2
ERR1711702,gut2
ERR1711703,gut2
ERR1711704,gut2
ERR1711705,gut2
ERR1711706,gut2
ERR1711707,gut2
ERR1711708,gut2
ERR1711709,gut2
ERR1711710,gut2
ERR1711711,gut2
ERR1711712,gut2
ERR1711713,gut2
ERR1711714,gut2
ERR1711715,gut2
ERR1711716,gut2
ERR1711717,gut2
ERR1711718,gut2
ERR1711719,gut2
ERR1711720,gut2
ERR1711721,gut2
ERR1711722,gut2
ERR1711723,gut2
ERR1711724,gut2
ERR1711725,gut2
ERR1711726,gut2
ERR1711727,gut2
ERR1711728,gut2
ERR1711729,gut2
ERR1711730,gut2
ERR1711731,gut2
ERR1711732,gut2
ERR1711733,gut2
ERR1711734,gut2
ERR1711735,gut2
ERR1711736,gut2
ERR1711737,gut2
ERR1711738,gut2
ERR1711739,gut2
ERR1711740,gut2
ERR1711741,gut2
ERR1711742,gut2
ERR1711743,gut2
ERR1711744,gut2
ERR1711745,gut2
ERR1711746,gut2
ERR1711747,gut2
ERR1711748,gut2
ERR1711749,gut2
ERR1711750,gut2
ERR1711751,gut2
ERR1711752,gut2
ERR1711753,gut2
ERR1711754,gut2
ERR1711755,gut2
ERR1711756,gut2
ERR1711757,gut2
ERR1711758,gut2
ERR1711759,gut2
ERR1711760,gut2
ERR1711761,gut2
ERR1711762,gut2
ERR1711763,gut2
ERR1711764,gut2
ERR1711765,gut2
ERR1711766,gut2
ERR1711767,gut2
ERR1711768,gut2
ERR1711769,gut2
ERR1711770,gut2
ERR1711771,gut2
ERR1711772,gut2
ERR1711773,gut2
ERR1711774,gut2
ERR1711775,gut2
ERR1711776,gut2
ERR1711777,gut2
ERR1711778,gut2
ERR1711779,gut2
ERR1711780,gut2
ERR1711781,gut2
ERR1711782,gut2
ERR1711783,gut2
ERR1711784,gut2
ERR1711785,gut2
ERR1711786,gut2
ERR1711787,gut2
ERR1711788,gut2
ERR1711789,gut2
ERR1711790,gut2
ERR1711791,gut2
ERR1711792,gut2
ERR1711793,gut2
ERR1711794,gut2
ERR1711795,gut2
ERR1711796,gut2
ERR1711797,gut2
ERR1711798,gut2
ERR1711799,gut2
ERR1711800,gut2
ERR1711801,gut2
ERR1711802,gut2
ERR1711803,gut2
SRR9966452,lung1
SRR9966453,lung1
SRR9966454,lung1
SRR9966455,lung1
SRR9966456,lung1
SRR9966457,lung1
SRR9966458,lung1
SRR9966459,lung1
SRR9966460,lung1
SRR9966461,lung1
SRR9966462,lung1
SRR9966463,lung1
SRR9966464,lung1
SRR9966465,lung1
SRR9966466,lung1
SRR9966467,lung1
SRR9966468,lung1
SRR9966469,lung1
SRR9966470,lung1
SRR9966471,lung1
SRR9966472,lung1
SRR9966473,lung1
SRR9966474,lung1
SRR9966475,lung1
SRR9966476,lung1
SRR9966477,lung1
SRR9966478,lung1
SRR9966479,lung1
SRR9966480,lung1
SRR9966481,lung1
SRR9966482,lung1
SRR9966483,lung1
SRR9966484,lung1
SRR9966485,lung1
SRR9966486,lung1
SRR9966487,lung1
SRR9966488,lung1
SRR9966489,lung1
SRR9966490,lung1
SRR9966491,lung1
SRR9966492,lung2
SRR9966493,lung2
SRR9966494,lung2
SRR9966495,lung2
SRR9966496,lung2
SRR9966497,lung2
SRR9966498,lung2
SRR9966499,lung2
SRR9966500,lung2
SRR9966501,lung2
SRR9966502,lung2
SRR9966503,lung2
SRR9966504,lung2
SRR9966505,lung2
SRR9966506,lung2
SRR9966507,lung2
SRR9966508,lung2
SRR9966509,lung2
SRR9966510,lung2
SRR9966511,lung2
SRR9966512,lung2
SRR9966513,lung2
SRR9966514,lung2
SRR9966515,lung2
SRR9966516,lung2
SRR9966517,lung2
SRR9966518,lung2
SRR9966519,lung2
SRR9966520,lung2
SRR9966521,lung2
SRR9966522,lung2
SRR9966523,lung2
SRR9966524,lung2
SRR9966525,lung2
SRR9966526,lung2
SRR9966527,lung2
SRR9966528,lung2
SRR9966529,lung2
SRR9966530,lung2
SRR9966531,lung2
SRR9966532,lung2
SRR9966533,lung2
SRR9966534,lung2
SRR9966535,lung2
SRR9966536,lung2
SRR9966537,lung2
SRR9966538,lung2
SRR9966539,lung2
SRR2187401,oral1
SRR2187450,oral1
SRR2188205,oral1
SRR2188208,oral1
SRR2188211,oral1
SRR2188413,oral1
SRR2188448,oral1
SRR2188476,oral1
SRR2188495,oral1
SRR2188500,oral1
SRR2188523,oral1
SRR2188667,oral1
SRR2188668,oral1
SRR2188669,oral1
SRR2188670,oral1
SRR2188671,oral1
SRR2188676,oral1
SRR2189658,oral1
SRR2189676,oral1
SRR2189689,oral1
SRR2189693,oral1
SRR2189694,oral1
SRR2189885,oral1
SRR2189909,oral1
SRR2189930,oral1
SRR2189934,oral1
SRR2189950,oral1
SRR2192724,oral1
SRR2192742,oral1
SRR2192744,oral1
SRR2192755,oral1
SRR2192757,oral1
SRR2192760,oral1
SRR2192775,oral1
SRR2192819,oral1
SRR2192824,oral1
SRR2192830,oral1
SRR2192833,oral1
SRR2193350,oral1
SRR2193363,oral1
SRR2193368,oral1
SRR2193424,oral1
SRR2193443,oral1
SRR2193447,oral1
SRR2193448,oral1
SRR2193523,oral1
SRR2193565,oral1
SRR2193580,oral1
SRR2193608,oral1
SRR2193614,oral1
SRR2193647,oral1
SRR2193770,oral1
SRR2193774,oral1
SRR2193801,oral1
SRR2193811,oral1
SRR2193835,oral1
SRR2193860,oral1
SRR2193864,oral1
SRR2193875,oral1
SRR2193887,oral1
SRR2193893,oral1
SRR2193930,oral1
SRR2194020,oral1
SRR2194027,oral1
SRR2194066,oral1
SRR2194088,oral1
SRR2194525,oral1
SRR2194586,oral1
SRR2194591,oral1
SRR2194840,oral1
SRR2194901,oral1
SRR2194946,oral1
SRR2195637,oral1
SRR2195673,oral1
SRR2195741,oral1
SRR2195874,oral1
SRR2195909,oral1
SRR2221469,oral1
SRR2221471,oral1
SRR2221472,oral1
SRR2221473,oral1
SRR2221475,oral1
SRR2221476,oral1
SRR2221477,oral1
SRR2221480,oral1
SRR2221485,oral1
SRR2221490,oral1
SRR2221499,oral1
SRR2221750,oral1
SRR2221804,oral1
SRR2221889,oral1
SRR2221891,oral1
SRR2221910,oral1
SRR2221911,oral1
SRR2223194,oral1
SRR2223567,oral1
SRR2223568,oral1
SRR2223576,oral1
SRR2223584,oral1
SRR2223596,oral1
SRR2223600,oral1
SRR2223602,oral1
SRR2223609,oral1
SRR2223803,oral1
SRR2223826,oral1
SRR2224043,oral1
SRR2224135,oral1
SRR2224155,oral1
SRR2224170,oral1
SRR2224206,oral1
SRR2224207,oral1
SRR2224242,oral1
SRR2224243,oral1
SRR2224260,oral1
SRR2224261,oral1
SRR2224289,oral1
SRR2224294,oral1
SRR2224308,oral1
SRR2224314,oral1
SRR2224409,oral1
SRR2224413,oral1
SRR2224415,oral1
SRR2224417,oral1
SRR2224420,oral1
SRR2224422,oral1
SRR2224423,oral1
SRR2224441,oral1
SRR2224445,oral1
SRR2224466,oral1
SRR2224484,oral1
SRR2224486,oral2
SRR2224631,oral2
SRR2224639,oral2
SRR2224756,oral2
SRR2224816,oral2
SRR2224817,oral2
SRR2224837,oral2
SRR2224849,oral2
SRR2226491,oral2
SRR2226494,oral2
SRR2226752,oral2
SRR2226799,oral2
SRR2226801,oral2
SRR2226813,oral2
SRR2226816,oral2
SRR2226823,oral2
SRR2226825,oral2
SRR2226886,oral2
SRR2226903,oral2
SRR2227339,oral2
SRR2227342,oral2
SRR2227347,oral2
SRR2227445,oral2
SRR2227550,oral2
SRR2227751,oral2
SRR2227831,oral2
SRR2227886,oral2
SRR2227947,oral2
SRR2227957,oral2
SRR2228229,oral2
SRR2228258,oral2
SRR2228260,oral2
SRR2228265,oral2
SRR2228281,oral2
SRR2228310,oral2
SRR2228353,oral2
SRR2228454,oral2
SRR2228535,oral2
SRR2228540,oral2
SRR2228596,oral2
SRR2228597,oral2
SRR2228620,oral2
SRR2228626,oral2
SRR2228639,oral2
SRR2228794,oral2
SRR2231287,oral2
SRR2231293,oral2
SRR2231328,oral2
SRR2231358,oral2
SRR2231361,oral2
SRR2231382,oral2
SRR2231781,oral2
SRR2236711,oral2
SRR2236712,oral2
SRR2236727,oral2
SRR2236743,oral2
SRR2236750,oral2
SRR2236756,oral2
SRR2236856,oral2
SRR2237331,oral2
SRR2237346,oral2
SRR2237370,oral2
SRR2237423,oral2
SRR2237481,oral2
SRR2237557,oral2
SRR2237740,oral2
SRR2237800,oral2
SRR2243488,oral2
SRR2244330,oral2
SRR2244872,oral2
SRR9684942,oral2
SRR9684943,oral2
SRR9684944,oral2
SRR9684945,oral2
SRR9684946,oral2
SRR9684947,oral2
SRR9684948,oral2
SRR9684949,oral2
SRR9684950,oral2
SRR9684951,oral2
SRR9684952,oral2
SRR9684953,oral2
SRR9684954,oral2
SRR9684955,oral2
SRR9684956,oral2
SRR9684957,oral2
SRR9684958,oral2
SRR9684959,oral2
SRR9684960,oral2
SRR9684961,oral2
SRR9684962,oral2
SRR9684963,oral2
SRR9684964,oral2
SRR9684965,oral2
SRR9684966,oral2
SRR9684967,oral2
SRR9684968,oral2
SRR9684969,oral2
SRR9684970,oral2
SRR9684971,oral2
SRR9684972,oral2
SRR9684973,oral2
SRR9684974,oral2
SRR9684975,oral2
SRR9684976,oral2
SRR9684977,oral2
SRR9684978,oral2
SRR9684979,oral2
SRR9684980,oral2
SRR9684981,oral2
SRR9684982,oral2
SRR9684983,oral2
SRR9684984,oral2
SRR9684985,oral2
SRR9684986,oral2
SRR9684987,oral2
SRR9684988,oral2
SRR9684989,oral2
SRR9684990,oral2
SRR9684991,oral2
SRR9684992,oral2
SRR9684993,oral2
SRR9684994,oral2
SRR9684995,oral2
SRR9684996,oral2
SRR9684997,oral2
SRR9684998,oral2
SRR9684999,oral2
SRR9685000,oral2
SRR9685001,oral2
SRR9685002,oral2
SRR9685003,oral2
SRR9685004,oral2
SRR9685005,oral2
SRR9685006,oral2
SRR9685007,oral2
SRR9685008,oral2
SRR9685009,oral2
